,TA,RH,P,WS,NETRAD,PPFD_IN,LE,H,USTAR,NEE,GPP,RECO,SWC_0to30cm_1
4/6/21 9:30,8.92,32.09,0,4.05,462.45,1313,33.579,265.698,0.193,-8.852,-11.07,2.218,0.079
4/6/21 10:00,10.5,25.78,0,4.68,514.16,1443,61.768,334.68,0.305,-4.313,-6.938,2.625,0.081
4/6/21 10:30,11.71,22.17,0,3.93,554.57,1548.67,80.586,277.983,0.3,-4.682,-7.652,2.97,0.082
4/6/21 11:00,13.07,19.25,0,4.47,582.53,1622.67,55.589,289.319,0.355,-5.236,-8.626,3.39,0.082
4/6/21 11:30,13.98,17.9,0,4.58,600.37,1672.33,68.884,331.063,0.243,-4.632,-8.322,3.691,0.081
4/6/21 12:00,15.32,17.6,0,4.36,606.53,1690,91.901,400.484,0.583,-6.741,-10.905,4.164,0.081
4/6/21 12:30,15.79,17.55,0,3.36,598.3,1674,80.892,331.371,0.307,-5.495,-9.833,4.338,0.08
4/6/21 13:00,16.82,16.66,0,4.89,577.83,1632.67,74.241,263.256,0.251,-5.14,-9.875,4.735,0.08
4/6/21 13:30,17.12,16.41,0,6.34,547.13,1565,99.309,333.396,0.348,-4.339,-9.194,4.855,0.08
4/6/21 14:00,17.89,14.81,0,4.67,506.2,1470,88.097,283.58,0.516,-3.522,-8.694,5.172,0.08
4/6/21 14:30,18.28,14.55,0,5.16,453.26,1352.67,83.828,259.119,0.432,-3.73,-9.069,5.339,0.08
4/6/21 15:00,18.85,14.17,0,4.33,391.75,1212,72.472,233.62,0.466,-3.018,-8.601,5.583,0.079
4/6/21 15:30,18.47,14.92,0,6.14,326.3,1048.33,60.731,204.631,0.638,-2.977,-8.394,5.417,0.08
4/6/21 16:00,18.32,16.78,0,8.99,252.52,864.67,63.345,155.951,0.668,-3.7,-9.053,5.353,0.081
4/6/21 16:30,17.72,18.33,0,9.41,173.21,672.33,31.962,102.038,0.781,-1.488,-6.591,5.102,0.082
4/6/21 17:00,16.51,22.86,0,7.94,89.55,476.1,57.946,14.96,0.672,-2.088,-6.7,4.612,0.082
4/6/21 17:30,15.55,27.55,0,10.1,8.45,287.6,27.782,3.976,0.799,-1.739,-5.987,4.248,0.083
4/6/21 18:00,14.7,30.16,0,9.14,-59.28,115.4,24.976,-61.21,0.67,2.621,-1.319,3.939,0.084
4/6/21 18:30,13.63,32.45,0,7.96,-97.19,21.6,7.942,-88.087,0.642,3.542,0,3.542,0.084
4/6/21 19:00,12.61,33.59,0,7.22,-97.57,0,7.287,-68.679,0.557,3.124,0,3.124,0.085
4/6/21 19:30,11.87,35.84,0,8.06,-95.6,0,6.766,-66.3,0.614,2.157,0,2.157,0.085
4/6/21 20:00,11.37,36.4,0,6.76,-92.93,0,6.078,-63.458,0.526,2.159,0,2.159,0.085
4/6/21 20:30,10.8,37.31,0,5.77,-89.63,0,3.423,-70.471,0.402,3.314,0,3.314,0.086
4/6/21 21:00,10.1,38.54,0,4.95,-84.03,0,2.612,-13.244,0.167,2.221,0,2.221,0.086
4/6/21 21:30,8.88,41.96,0,3.45,-77.03,0,0.168,,0.136,1.262,0,1.262,0.087
4/6/21 22:00,5.95,51.08,0,2.7,-71.9,0,-0.075,,0.087,1.656,0,1.656,0.088
4/6/21 22:30,6.1,50.75,0,3.84,-69.73,0,0.582,,0.112,0.744,0,0.744,0.088
4/6/21 23:00,3.78,59.06,0,3.61,-67.73,0,0.791,,0.134,0.963,0,0.963,0.089
4/6/21 23:30,2.54,63.67,0,3.41,-66.8,0,1.005,6.201,0.086,1.182,0,1.182,0.089
4/7/21 0:00,1.48,67.55,0,2.81,-67.1,0,-0.58,-16.329,0.093,1.751,0,1.751,0.09
4/7/21 0:30,1.43,66.81,0,3.13,-71.03,0,0.079,,0.189,2.433,0,2.433,0.09
4/7/21 1:00,3.48,53.51,0,5.4,-77.17,0,0.739,,0.265,3.115,0,3.115,0.09
4/7/21 1:30,5.7,42.65,0,5.21,-77.93,,1.955,,0.095,5.595,0,5.595,0.09
4/7/21 2:00,4.8,46.37,0,4.44,-76.57,,0.214,,0.119,2.248,0,2.248,0.09
4/7/21 2:30,4.55,47.02,0,3.95,-73.7,,2.272,,0.167,3.2,0,3.2,0.09
4/7/21 3:00,6.48,42.53,0,5.28,-78.7,,6.008,-85.024,0.261,1.85,0,1.85,0.09
4/7/21 3:30,7.08,39.71,0,4.57,-81.3,,3.927,-50.432,0.174,1.715,0,1.715,0.09
4/7/21 4:00,6.76,40.06,0,5.83,-81.33,,4.659,-38.507,0.228,1.689,0,1.689,0.09
4/7/21 4:30,5.41,44.73,0,4.87,-77.73,,0.317,,0.091,2.128,0,2.128,0.09
4/7/21 5:00,4.07,50.33,0,3.38,-72.63,0,-3.153,,0.085,0.272,0,0.272,0.09
4/7/21 5:30,3.23,51.84,0,3.82,-71,9.86,-3.958,,0.108,-1.584,-2.257,0.674,0.091
4/7/21 6:00,3.03,52.71,0,4.38,-48.03,73.48,0.718,,0.116,0.1,-0.975,1.075,0.091
4/7/21 6:30,2.56,55.64,0,2.45,8.9,223.27,1.8,,0.156,-0.84,-1.847,1.007,0.09
4/7/21 7:00,6.36,43.03,0,4.74,80.49,414.4,33.678,27.238,0.166,-4.185,-5.838,1.653,0.087
4/7/21 7:30,8.59,41.75,0,3.6,161.64,608.63,41.873,77.457,0.234,-4.865,-7.006,2.14,0.084
4/7/21 8:00,10.35,35.97,0,4.26,247.13,804.1,26.025,163.021,0.207,-6.717,-9.302,2.585,0.082
4/7/21 8:30,11.89,28.95,0,3.57,326.76,996,73.087,154.749,0.611,-6.693,-9.716,3.023,0.081
4/7/21 9:00,12.33,27.98,0,7.08,396.38,1167,96.945,285.472,0.731,-9.405,-12.56,3.155,0.078
4/7/21 9:30,13.03,25.62,0,8.61,461.87,1326.67,76.552,327.639,0.847,-7.478,-10.854,3.376,0.077
4/7/21 10:00,13.52,18.18,0,9.36,514.3,1458.33,56.159,293.847,0.9,-7.902,-11.437,3.534,0.079
4/7/21 10:30,13.76,15.24,0,12.08,556.67,1564,106.649,349.12,0.952,-7.825,-11.441,3.615,0.08
4/7/21 11:00,13.67,24.75,0,10.26,587.83,1639.33,104.349,480.401,0.999,-8.298,-11.884,3.586,0.081
4/7/21 11:30,13.05,28.91,0,12.39,614.53,1695.67,62.773,479.831,1.132,-8.954,-12.338,3.383,0.081
4/7/21 12:00,12.34,31.25,0,13.25,678.37,1822.67,68.019,476.838,1.1,-8.805,-11.965,3.16,0.08
4/7/21 12:30,12.03,31.71,0,11.38,557.27,1529.33,77.322,416.566,1.078,-8.039,-11.104,3.065,0.08
4/7/21 13:00,10.64,33.5,0,12.57,219.99,709.1,65.146,164.308,1.159,-7.273,-9.938,2.665,0.082
4/7/21 13:30,10.47,33.25,0,12.67,169.48,577.73,60.173,127.381,0.99,-7.349,-9.967,2.617,0.083
4/7/21 14:00,10.31,31.8,0,10.09,123.41,459.27,37.093,83.218,1.039,-2.985,-5.559,2.574,0.083
4/7/21 14:30,10.21,32.86,0,12.91,116.02,436.77,14.827,84.53,1.186,-4.178,-6.725,2.547,0.083
4/7/21 15:00,9.96,36.4,0,12.69,160.73,551.03,29.597,153.322,1.138,-7.396,-9.877,2.481,0.083
4/7/21 15:30,11.03,33.15,0,11.76,484.15,1294,79.862,332.702,0.905,-9.66,-12.434,2.774,0.082
4/7/21 16:00,11.56,30.61,0,11.84,449.22,1207,82.718,346.052,0.956,-6.551,-9.478,2.927,0.082
4/7/21 16:30,10.25,38.09,0,9.89,274.69,846.73,42.68,186.915,0.926,-4.144,-6.704,2.56,0.083
4/7/21 17:00,8.14,47.45,0,11.33,171.79,608.43,24.376,132.152,1,-3.287,-5.32,2.033,0.084
4/7/21 17:30,6.53,52.72,0,10.13,48.9,344.7,11.95,30.398,0.927,-1.236,-2.923,1.687,0.085
4/7/21 18:00,5.08,57.19,0,9.35,-51.19,109.56,7.371,-31.99,0.778,0.641,-0.769,1.411,0.086
4/7/21 18:30,4.29,60.75,0,8.64,-84.97,23.07,6.241,-42.533,0.87,1.187,0,1.187,0.086
4/7/21 19:00,4.24,61.67,0,9.08,-67.07,0,-6.921,-39.196,0.775,2.257,0,2.257,0.087
4/7/21 19:30,3.98,66.1,0,9.05,-54.6,0,0.126,-47.873,0.921,2.343,0,2.343,0.087
4/7/21 20:00,3.69,66.77,0,9.38,-78.67,0,4.269,-45.693,0.828,1.169,0,1.169,0.087
4/7/21 20:30,3.61,65.97,0,9.79,-85.67,0,0.584,-64.252,0.839,2.034,0,2.034,0.087
4/7/21 21:00,3.48,66.24,0,7.79,-82.57,0,-3.746,-46.242,0.706,1.418,0,1.418,0.087
4/7/21 21:30,3.19,67.92,0,8.78,-81.77,0,1.151,-43.243,0.58,1.661,0,1.661,0.088
4/7/21 22:00,2.94,67.66,0,8.45,-78.2,0,7.101,-47.156,0.729,1.246,0,1.246,0.088
4/7/21 22:30,2.82,68.27,0,7.1,-42.83,0,12.8,-32.016,0.639,1.979,0,1.979,0.087
4/7/21 23:00,2.37,72.48,0,6.48,-33.87,0,0.947,-25.514,0.651,1.387,0,1.387,0.088
4/7/21 23:30,2.42,68.92,0,8.91,-28.67,0,9.49,-27.96,0.932,2.276,0,2.276,0.087
4/8/21 0:00,2.53,67.41,0,10.3,-29.8,0,12.575,-31.126,0.943,1.941,0,1.941,0.087
4/8/21 0:30,2.55,66.69,0,10.71,-28.1,0,8.565,-28.014,0.837,1.077,0,1.077,0.087
4/8/21 1:00,2.59,66.26,0,9.78,-39.67,0,3.267,-29.195,0.897,1.169,0,1.169,0.087
4/8/21 1:30,2.51,66.81,0,10.05,-48.17,0,4.727,-41.011,0.94,1.298,0,1.298,0.087
4/8/21 2:00,2.4,67.3,0,10.45,-57.97,0,-2.71,-35.745,0.951,0.598,0,0.598,0.088
4/8/21 2:30,2.59,64.66,0,11.48,-61.83,0,4.137,-51.17,0.977,0.412,0,0.412,0.088
4/8/21 3:00,2.79,61.09,0,12.3,-82.27,0,-2.216,-65.074,1.109,0.693,0,0.693,0.088
4/8/21 3:30,3.08,58.43,0,11.39,-78,0,13.544,-81.351,0.985,0.974,0,0.974,0.088
4/8/21 4:00,3.21,58.43,0,12.08,-67.6,0,13.359,-67.063,0.916,1.519,0,1.519,0.087
4/8/21 4:30,3.03,61.84,0,11.03,-51.73,0,7.395,-49.872,0.934,0.812,0,0.812,0.087
4/8/21 5:00,3.01,62.49,0,12.89,-68.53,0,5.43,-60.228,1.117,0.394,0,0.394,0.088
4/8/21 5:30,3.01,62.8,0,10.6,-57.3,9.82,11.109,-57.865,1.012,0.931,0,0.931,0.087
4/8/21 6:00,2.94,63.02,0,14.36,-52.74,56.91,7.923,-42.02,1.141,-0.239,-1.302,1.063,0.087
4/8/21 6:30,2.9,65.06,0,13.62,-7.33,103.47,11.031,-17.33,0.982,-0.343,-1.4,1.057,0.087
4/8/21 7:00,2.92,65.48,0,9.53,8.56,150.97,5.385,16.281,0.917,-1.448,-2.507,1.059,0.087
4/8/21 7:30,2.07,74.39,0,8.9,36.46,124.9,54.423,-54.455,0.526,0.305,-0.635,0.94,0.087
4/8/21 8:00,2.65,69.87,0,4.42,122.67,341.13,51.035,51.213,0.631,-3.378,-4.398,1.021,0.086
4/8/21 8:30,3.33,62.13,0,9.34,322.74,803.43,82.454,246.346,0.71,-7.387,-8.508,1.121,0.085
4/8/21 9:00,4.27,57.36,0,9.09,460.7,1166.33,63.821,302.92,0.809,-9.845,-11.116,1.27,0.082
4/8/21 9:30,4.39,56.62,0,9.22,450.66,1185.67,73.321,341.91,0.886,-8.373,-9.664,1.291,0.082
4/8/21 10:00,4.23,59.26,0,9.13,243.94,703.47,81.967,,,-7.939,-9.675,1.737,0.083
4/8/21 10:30,4.56,56.17,0,8.77,560.5,1433.73,90.612,566.227,0.916,-7.504,-8.824,1.32,0.083
4/8/21 11:00,4.27,59.85,0,10.4,557.73,1494.67,48.851,425.89,1.005,-7.069,-8.339,1.27,0.083
4/8/21 11:30,4.24,63.64,0,7.93,503.04,1356.67,141.628,454.453,0.85,-7.847,-9.112,1.266,0.083
4/8/21 12:00,5.24,49.79,0,9.32,592.09,1556.67,77.974,398.911,0.857,-7.965,-9.404,1.44,0.083
4/8/21 12:30,5.55,45.66,0,11.91,684.33,1801,79.05,381.717,1.048,-7.124,-8.62,1.496,0.082
4/8/21 13:00,5.5,39.76,0,12.05,668.23,1777.33,106.613,588.141,0.902,-7.097,-8.583,1.486,0.082
4/8/21 13:30,6.17,40.12,0,9.89,701.23,1831,71.394,513.507,0.97,-7.07,-8.685,1.615,0.082
4/8/21 14:00,5.85,43.87,0,10.08,575.03,1581.67,59.238,413.765,0.922,-5.743,-7.297,1.554,0.083
4/8/21 14:30,5.62,47.21,0,13.81,509.6,1431.33,45.459,305.669,1.05,-5.662,-7.171,1.509,0.083
4/8/21 15:00,5.66,47.11,0,12.82,434.37,1267.33,60.659,353.271,1.063,-9.626,-11.142,1.516,0.083
4/8/21 15:30,5.74,46.12,0,11.38,365.07,1097,54.354,349.325,1.198,-7.409,-8.942,1.533,0.084
4/8/21 16:00,5.57,46.36,0,12.9,289.9,909.67,22.073,198.265,1.095,-4.646,-6.146,1.5,0.085
4/8/21 16:30,5.56,48.72,0,11.49,209.04,719.83,34.657,173.049,0.981,-5.714,-7.213,1.498,0.085
4/8/21 17:00,5.23,50.74,0,11.35,120.84,521.6,28.807,97.028,0.976,-3.893,-5.33,1.437,0.086
4/8/21 17:30,4.88,51.25,0,11.89,30.25,323.27,17.675,27.413,0.819,-1.242,-2.617,1.375,0.086
4/8/21 18:00,4.38,53.45,0,8.42,-44.64,133.3,13.025,-30.843,0.683,0.418,-0.871,1.289,0.086
4/8/21 18:30,3.48,57.47,0,7.08,-89.94,25.57,5.388,-43.798,0.49,1.253,0,1.253,0.086
4/8/21 19:00,2.85,60.29,0,5.91,-89.93,0,1.698,-48.054,0.471,1.433,0,1.433,0.087
4/8/21 19:30,2.39,62.14,0,4.91,-87.5,0,0.142,-46.107,0.353,2.015,0,2.015,0.088
4/8/21 20:00,1.68,65.02,0,2.36,-82.63,0,-0.19,-8.734,0.092,2.192,0,2.192,0.088
4/8/21 20:30,0.33,69.72,0,2.5,-76.47,0,-1.688,,0.121,4.025,0,4.025,0.089
4/8/21 21:00,-1.57,75.75,0,1.64,-74.87,0,0.981,-2.587,0.026,2.049,0,2.049,0.09
4/8/21 21:30,-3.06,80.3,0,2.2,-74.67,0,0.67,0.08,0.046,1.128,0,1.128,0.09
4/8/21 22:00,-3.69,82.7,0,1.45,-73.43,0,0.039,-0.571,0.023,1.349,0,1.349,0.09
4/8/21 22:30,-3.9,83.5,0,1.05,-71.67,0,-0.074,-0.847,0.029,1.297,0,1.297,0.091
4/8/21 23:00,-4.28,84.27,0,0.97,-69.93,0,0.336,-0.132,0.047,0.195,0,0.195,0.091
4/8/21 23:30,-4.34,85.43,0,2.31,-68.43,0,-0.284,-2.052,0.047,0.953,0,0.953,0.091
4/9/21 0:00,-4.78,85.97,0,0.99,-67.07,0,0.296,-0.602,0.031,0.516,0,0.516,0.091
4/9/21 0:30,-5.57,88.47,0,1.82,-66.6,0,-0.606,-1.772,0.071,0.553,0,0.553,0.091
4/9/21 1:00,-5.75,89.5,0,1.76,-66.1,0,1.055,4.431,0.057,0.59,0,0.59,0.092
4/9/21 1:30,-5.86,88.17,0,2.37,-64.83,0,0.698,0.852,0.037,1.201,0,1.201,0.092
4/9/21 2:00,-6.73,88.77,0,0.94,-64.67,0,0.269,2.55,0.061,0.462,0,0.462,0.092
4/9/21 2:30,-7.25,91,0,1.17,-64,0,1.113,1.731,0.025,0.359,0,0.359,0.092
4/9/21 3:00,-7.54,91.67,0,1.09,-63.73,0,1.384,1.783,0.076,0.255,0,0.255,0.092
4/9/21 3:30,-7.54,91.83,0,1.48,-62.7,0,0.323,0.018,0.035,0.152,0,0.152,0.093
4/9/21 4:00,-7.73,92.1,0,1.38,-62.13,0,0.467,0.482,0.035,0.106,0,0.106,0.093
4/9/21 4:30,-7.94,91.53,0,1.92,-61.6,0,0.084,-0.724,0.041,0.171,0,0.171,0.093
4/9/21 5:00,-8.17,91.17,0,1.63,-61.67,0,0.515,0.723,0.034,0.51,0,0.51,0.093
4/9/21 5:30,-8.46,90.83,0,1.85,-56.38,16.37,0.391,-0.786,0.041,0.849,0,0.849,0.093
4/9/21 6:00,-7.85,87.77,0,2.94,-3.3,113.97,3.293,8.003,0.044,0.449,-0.105,0.554,0.092
4/9/21 6:30,-5.51,83.87,0,1.15,64.35,299.6,1.815,6.892,0.078,0.049,-0.21,0.259,0.091
4/9/21 7:00,-2.18,78.29,0,1.45,120.32,497.53,-11.82,1.896,0.173,-2.323,-2.805,0.483,0.089
4/9/21 7:30,0.82,66.6,0,2.9,193.03,662.93,19.511,115.811,0.185,-4.695,-5.477,0.782,0.086
4/9/21 8:00,3.16,56.22,0,3.21,277.61,853.63,13.465,97.974,0.276,-2.232,-3.328,1.096,0.084
4/9/21 8:30,4.44,51.84,0,4.35,354.3,1040,34.706,245,0.27,-2.99,-4.29,1.3,0.082
4/9/21 9:00,6.22,46.88,0,3.99,423.26,1210.33,22.246,171.029,0.173,-4.398,-6.024,1.625,0.08
4/9/21 9:30,7.55,43.12,0,4.69,484.12,1362,37.484,322.505,0.291,-5.624,-7.526,1.902,0.079
4/9/21 10:00,9.17,37.62,0,3.64,534.13,1489,45.072,262.189,0.28,-4.063,-6.342,2.28,0.08
4/9/21 10:30,10.28,32.79,0,5.67,574.4,1592.67,41.624,274.837,0.364,-5.718,-8.285,2.567,0.081
4/9/21 11:00,11.38,29.27,0,6.41,603.8,1668.67,52.984,253.968,0.404,-3.27,-6.144,2.873,0.081
4/9/21 11:30,12.65,26.08,0,5.08,618.57,1715,-13.661,420.936,0.294,-7.733,-10.99,3.257,0.081
4/9/21 12:00,13,20.36,0,8.86,624.77,1737,90.591,355.943,0.881,-7.713,-11.078,3.365,0.08
4/9/21 12:30,12.65,18.77,0,11.7,622.3,1730.33,36.361,415.721,1.082,-4.39,-7.645,3.254,0.08
4/9/21 13:00,12.56,22.4,0,11.58,605.07,1688.33,64.714,460.528,1.031,-6.312,-9.538,3.226,0.08
4/9/21 13:30,12.17,25.64,0,13.19,578.77,1620.33,74.417,374.179,0.971,-4.967,-8.075,3.108,0.08
4/9/21 14:00,12.38,27.21,0,13.17,536.13,1521.67,70.478,343.31,1.078,-5.17,-8.343,3.173,0.081
4/9/21 14:30,12.39,27.65,0,11.7,484.17,1401.67,92.017,381.214,1.088,-6.193,-9.368,3.175,0.08
4/9/21 15:00,12.57,28.72,0,11.53,421.14,1259,59.799,325.583,1.085,-5.235,-8.467,3.232,0.08
4/9/21 15:30,12.08,28.66,0,12.39,354.01,1090.33,44.816,239.09,0.964,-5.811,-8.891,3.08,0.081
4/9/21 16:00,11.98,29.62,0,10.52,278.48,906,56.271,237.874,0.963,-5.179,-8.228,3.049,0.082
4/9/21 16:30,11.91,30.3,0,10.71,197.98,715.63,31.864,128.612,0.908,-2.518,-5.546,3.028,0.083
4/9/21 17:00,11.25,30.75,0,12.84,112.78,520.83,36.356,85.44,1.017,-2.32,-5.156,2.837,0.083
4/9/21 17:30,10.44,30.19,0,11.42,30.48,332.37,32.613,-2.544,1.02,0.537,-2.073,2.61,0.084
4/9/21 18:00,9.4,33.8,0,13.76,-40.2,146.8,24.785,-26.518,0.975,1.005,-1.334,2.339,0.084
4/9/21 18:30,8.29,38.44,0,12.39,-84.56,33.4,-7.701,-45.415,1.021,2.106,0,2.106,0.085
4/9/21 19:00,7.5,43.43,0,9.64,-88.9,0,-1.034,-54.379,0.693,2.768,0,2.768,0.085
4/9/21 19:30,6.96,46.5,0,9.06,-86.13,0,5.448,-65.494,0.565,2.04,0,2.04,0.085
4/9/21 20:00,6.49,49.81,0,7.71,-77.83,0,6.646,-49.788,0.676,2.267,0,2.267,0.086
4/9/21 20:30,6.02,52.63,0,9.15,-62.8,0,1.055,-29.597,0.694,2.002,0,2.002,0.086
4/9/21 21:00,5.69,53.73,0,6.59,-65.13,0,3.64,-35.564,0.466,1.384,0,1.384,0.086
4/9/21 21:30,5.55,51.01,0,6.16,-78.07,0,10.203,-49.116,0.446,1.039,0,1.039,0.086
4/9/21 22:00,5.24,50.42,0,6.26,-81.6,0,3.643,-52.051,0.431,1.254,0,1.254,0.086
4/9/21 22:30,4.64,55.49,0,8.57,-77.07,0,4.127,-44.166,0.662,1.17,0,1.17,0.086
4/9/21 23:00,4.06,63.52,0,9.99,-68.97,0,14.108,-58.947,0.911,1.472,0,1.472,0.086
4/9/21 23:30,3.22,70.96,0,11.91,-66.97,0,-1.755,-40.427,1.031,2.353,0,2.353,0.086
4/10/21 0:00,2.54,73.41,0,10.42,-67.47,0,-0.083,-37.408,0.884,1.804,0,1.804,0.086
4/10/21 0:30,2.22,73.96,0,12.59,-76.3,0,-1.509,-47.795,1.125,1.171,0,1.171,0.087
4/10/21 1:00,2.18,70.87,0,14.23,-71.3,0,-7.498,-50.201,1.072,1.538,0,1.538,0.087
4/10/21 1:30,1.62,69.71,0,13.35,-56.97,0,-11.275,-54.527,1.295,2.476,0,2.476,0.087
4/10/21 2:00,1.42,66.2,0,12.22,-47.9,0,7.276,-35.085,0.857,0.867,0,0.867,0.087
4/10/21 2:30,1.74,64.73,0,10.96,-33.37,0,0.366,-24.786,0.919,0.946,0,0.946,0.087
4/10/21 3:00,1.39,69.96,0,11.56,-49.47,0,2.957,-47.448,1.099,1.239,0,1.239,0.087
4/10/21 3:30,1.83,67.05,0,14.01,-67.9,0,12.659,-77.832,1.119,0.819,0,0.819,0.087
4/10/21 4:00,2.29,63.72,0,12,-66.53,0,8.152,-62.292,0.977,1.276,0,1.276,0.087
4/10/21 4:30,2.4,62.04,0,12.88,-77.73,0,9.183,-85.656,1.087,2.134,0,2.134,0.087
4/10/21 5:00,2.43,62.31,0,12.36,-71.33,0,-1.246,-50.306,0.963,0.954,0,0.954,0.087
4/10/21 5:30,2.41,63.83,0,12.3,-69.1,13.09,5.192,-54.354,1.031,0.504,0,0.504,0.087
4/10/21 6:00,2.57,63.36,0,12.66,-48.68,61.14,-0.625,-30.466,0.998,-0.442,-1.451,1.009,0.087
4/10/21 6:30,2.62,64.93,0,12.51,-6.8,144.4,1.233,12.724,1.059,-1.507,-2.522,1.016,0.086
4/10/21 7:00,3.3,62.1,0,12.11,135.82,471.6,25.04,121.024,1.18,-5.024,-6.141,1.116,0.086
4/10/21 7:30,3.74,59.14,0,14.05,232.31,689.37,36.99,213.117,1.125,-6.609,-7.794,1.185,0.084
4/10/21 8:00,4.19,55.37,0,14.18,321.94,905,58.417,315.116,1.344,-6.975,-8.232,1.257,0.083
4/10/21 8:30,4.26,55.38,0,13.49,407.46,1121.33,47.382,308.946,1.259,-6.306,-7.575,1.269,0.082
4/10/21 9:00,2.98,67.11,0,14.87,412.94,1127.67,43.106,281.319,1.194,-7.48,-8.548,1.068,0.081
4/10/21 9:30,3.3,61.54,0,14.22,468.41,1233.33,64.091,400.34,1.347,-9.376,-10.493,1.117,0.081
4/10/21 10:00,3.8,53.89,0,,558.03,1497,46.284,418.236,1.542,-7.901,-9.095,1.194,0.082
4/10/21 10:30,4.2,50.65,0,,571.3,1512.67,63.514,391.712,1.43,-7.272,-8.531,1.259,0.083
4/10/21 11:00,4.3,50.94,0,,551.3,1454,62.205,413.288,1.29,-6.127,-7.402,1.276,0.083
4/10/21 11:30,3.98,54.95,0,13.28,391.84,1041,53.732,279.608,0.742,-6.802,-8.024,1.222,0.083
4/10/21 12:00,4.52,50.73,0,11.4,578.46,1477,53.322,440.661,0.873,-6.413,-7.726,1.313,0.083
4/10/21 12:30,4.17,50.98,0,10.29,337.14,907.53,23.596,232.738,0.838,-4.521,-5.775,1.254,0.083
4/10/21 13:00,3.45,56.76,0,10.91,194.04,560.3,38.495,148.307,0.954,-4.062,-5.201,1.14,0.084
4/10/21 13:30,3.86,55.39,0,12.14,428.45,1161,60.176,282.291,1.012,-5.304,-6.507,1.203,0.084
4/10/21 14:00,3.97,54.13,0,9.66,295.14,801.03,40.428,142.719,0.851,-3.601,-4.821,1.221,0.084
4/10/21 14:30,3.28,57.75,0,10.94,135.49,409.93,-11.999,117.986,0.66,-1.655,-2.768,1.113,0.085
4/10/21 15:00,2.57,65.66,0,8.54,119.2,363.6,23.694,88.003,0.791,-2.8,-3.809,1.009,0.085
4/10/21 15:30,2.4,63.11,0,11.17,167.32,490.13,24.474,107.654,0.831,-2.76,-3.746,0.985,0.085
4/10/21 16:00,2.25,62.49,0,8.4,76.33,261.73,20.115,53.975,0.738,-1.967,-2.932,0.965,0.086
4/10/21 16:30,2.64,58.82,0,9.18,98.4,339.83,22.405,70.686,0.779,-3.015,-4.034,1.019,0.086
4/10/21 17:00,2.73,58.46,0,5.76,48.5,191.57,-0.589,55.77,0.486,-0.598,-1.631,1.032,0.086
4/10/21 17:30,1.62,66.99,0,6.34,-7.25,41.75,8.658,12.378,0.648,0.048,-1.087,1.135,0.086
4/10/21 18:00,1.09,70.54,0,7.63,-17.73,19.82,9.71,-4.941,0.543,0.694,-0.544,1.237,0.087
4/10/21 18:30,1,69.76,0,6.75,-22.57,10.62,11.139,-11.481,0.519,1.34,0,1.34,0.087
4/10/21 19:00,1.1,66.48,0,6.3,-27.53,0,4.926,-12.896,0.413,1.361,0,1.361,0.087
4/10/21 19:30,1.02,65.5,0,7.11,-51.3,0,4.187,-24.578,0.431,1.223,0,1.223,0.087
4/10/21 20:00,0.92,65.36,0,9.07,-35.37,0,7.983,-21.97,0.608,1.482,0,1.482,0.087
4/10/21 20:30,0.88,64.18,0,6.97,-47.37,0,5.603,-25.97,0.461,1.654,0,1.654,0.087
4/10/21 21:00,0.49,64.56,0,3.28,-68.9,0,1.862,-28.842,0.28,1.252,0,1.252,0.088
4/10/21 21:30,0.11,65.01,0,3.86,-79.7,0,-1.936,-38.726,0.271,0.882,0,0.882,0.088
4/10/21 22:00,-0.19,64.21,0,3.08,-55.1,0,1.923,-14.39,0.153,0.938,0,0.938,0.088
4/10/21 22:30,-0.76,67.04,0,2.69,-42.97,0,0.213,-0.681,0.063,0.887,0,0.887,0.088
4/10/21 23:00,-1.05,68.93,0,2.24,-28.33,0,0.101,-1.266,0.023,0.889,0,0.889,0.088
4/10/21 23:30,-1.89,73.53,0,2.64,-25.83,0,0.165,-2.532,0.065,1.964,0,1.964,0.088
4/11/21 0:00,-1.97,74.5,0,1.42,-21.97,0,-0.523,4.12,0.062,2.042,0,2.042,0.088
4/11/21 0:30,-2.49,77.69,0,1.47,-39.8,0,-0.951,1.045,0.047,1.246,0,1.246,0.089
4/11/21 1:00,-2.94,79.9,0,1.06,-40.23,0,-0.511,0.283,0.017,1.392,0,1.392,0.089
4/11/21 1:30,-2.96,80.08,0,0.81,-15.2,0,0.757,-0.358,0.025,0.461,0,0.461,0.089
4/11/21 2:00,-2.65,78.82,0,1.01,-16.77,0,0.096,-1.715,0.05,0.742,0,0.742,0.088
4/11/21 2:30,-2.23,76.69,0,1.03,-21.37,0,0.919,-2.458,0.066,0.721,0,0.721,0.088
4/11/21 3:00,-2.23,76.98,0,3.63,-22.07,0,0.529,,,0.7,0,0.7,0.088
4/11/21 3:30,-2.25,77.84,0,1.69,-21.43,0,0.139,-0.046,0.064,0.68,0,0.68,0.088
4/11/21 4:00,-2.35,78.84,0,1.14,-22.8,0,0.236,-0.5,0.067,0.659,0,0.659,0.088
4/11/21 4:30,-2.36,78.77,0,1.03,-32.17,0,-0.838,1.257,0.081,0.138,0,0.138,0.088
4/11/21 5:00,-2.56,80.47,0,0.71,-40.67,0,-0.481,0.06,0.041,0.79,0,0.79,0.089
